email_text,intent,urgency,order_id,product
"Subj: Case 0635 - Onboard vendor: BlueHarbor Tablets, business type manufacturer, region India.",vendor_registration,,,
"Subj: Case 0636 - Vendor registration: Redwood Office Tech, business type retailer, region US.",vendor_registration,,,
"Subj: Case 0637 - Request vendor onboarding: CableWorks Mfg, business type manufacturer, region Vietnam.",vendor_registration,,,
"Subj: Case 0638 - Please register us as vendor: Stellar Rack Parts, business type distributor, region UAE.",vendor_registration,,,
"Subj: Case 0639 - Want to return order 66001 laptop, reason: battery wont hold charge.",return_request,,66001,laptop
"Subj: Case 0640 - Please start a return for order 66002 router, reason its the wrong model.",return_request,,66002,router
"Subj: Case 0641 - Need RMA/return for printer order 66003, reason: keeps jamming.",return_request,,66003,printer
"Subj: Case 0642 - Return request: order 66004 monitor, reason screen flickers out of box.",return_request,,66004,monitor
"Subj: Case 0643 - I want to return order 66005 cables, reason they are the wrong length.",return_request,,66005,cables
"Subj: Case 0644 - Please help return server rack from order 66006, reason parts missing.",return_request,,66006,server rack
"Subj: Case 0645 - Return for order 66007 keyboard, reason: keys sticking.",return_request,,66007,keyboard
"Subj: Case 0646 - Need to return tablet order 66008, reason: cracked screen on arrival.",return_request,,66008,tablet
"Subj: Case 0647 - Return request for software license order 66009, reason purchased wrong seats.",return_request,,66009,software license
"Subj: Case 0648 - Want to return laptop order 66010, reason: fan noise is crazy.",return_request,,66010,laptop
"Subj: Case 0649 - Please approve return for router order 66011, reason: wifi keeps dropping.",return_request,,66011,router
"Subj: Case 0650 - Return printer from order 66012, reason: arrived used/open box.",return_request,,66012,printer
"Subj: Case 0651 - Need to return monitor order 66013, reason: dead pixels.",return_request,,66013,monitor
"Subj: Case 0652 - Return cables order 66014, reason: connectors too loose.",return_request,,66014,cables
"Subj: Case 0653 - Please initiate return for server rack order 66015, reason: rails warped.",return_request,,66015,server rack
"Subj: Case 0654 - Return keyboard order 66016, reason: broken USB receiver.",return_request,,66016,keyboard
"Subj: Case 0655 - Please help me return tablet order 66017, reason: overheating.",return_request,,66017,tablet
"Subj: Case 0656 - Return software license order 66018, reason: cant use with our system.",return_request,,66018,software license
"Subj: Case 0657 - Need RMA for laptop order 66019, reason: trackpad glitchy.",return_request,,66019,laptop
"Subj: Case 0658 - Return router order 66020, reason: firmware update bricked it.",return_request,,66020,router
"Subj: Case 0659 - Please process return for printer order 66021, reason: grinding noise.",return_request,,66021,printer
"Subj: Case 0660 - Return monitor order 66022, reason: backlight bleed is bad.",return_request,,66022,monitor
"Subj: Case 0661 - Need to return cables order 66023, reason: fail certification test.",return_request,,66023,cables
"Subj: Case 0662 - Return server rack order 66024, reason: door wont close right.",return_request,,66024,server rack
"Subj: Case 0663 - Return keyboard order 66025, reason: disconnects all the time.",return_request,,66025,keyboard
"Subj: Case 0664 - Please start return for tablet order 66026, reason: touchscreen lag.",return_request,,66026,tablet
"Subj: Case 0665 - Return software license order 66027, reason: duplicate purchase.",return_request,,66027,software license
"Subj: Case 0666 - Want to return laptop order 66028, reason: cosmetic scratches on lid.",return_request,,66028,laptop
"Subj: Case 0667 - Return router order 66029, reason: range is way worse than expected.",return_request,,66029,router
"Subj: Case 0668 - Please initiate return for printer order 66030, reason: setup app crashes.",return_request,,66030,printer
"Subj: Case 0669 - Return monitor order 66031, reason: ghosting is noticeable.",return_request,,66031,monitor
"Subj: Case 0670 - Return cables order 66032, reason: intermittent signal.",return_request,,66032,cables
"Subj: Case 0671 - Need return for server rack order 66033, reason: paint peeling.",return_request,,66033,server rack
"Subj: Case 0672 - Return keyboard order 66034, reason: spacebar rattles badly.",return_request,,66034,keyboard
"Subj: Case 0673 - Please help return tablet order 66035, reason: slow charging + drains overnight.",return_request,,66035,tablet
"Subj: Case 0674 - Return software license order 66036, reason: key was invalid.",return_request,,66036,software license
"Subj: Case 0675 - Return laptop order 66037, reason: webcam freezes.",return_request,,66037,laptop
"Subj: Case 0676 - Return router order 66038, reason: slow throughput.",return_request,,66038,router
"Subj: Case 0677 - Need return for printer order 66039, reason: false low ink warnings.",return_request,,66039,printer
"Subj: Case 0678 - Return monitor order 66040, reason: wont wake from sleep reliably.",return_request,,66040,monitor
"Subj: Case 0679 - Please start return for cables order 66041, reason: connectors overheat.",return_request,,66041,cables
"Subj: Case 0680 - Return server rack order 66042, reason: sharp edges / safety issue.",return_request,,66042,server rack
"Subj: Case 0681 - Need return for keyboard order 66043, reason: keycap letters fading fast.",return_request,,66043,keyboard
"Subj: Case 0682 - Return tablet order 66044, reason: speaker distortion.",return_request,,66044,tablet
"Subj: Case 0683 - Return software license order 66045, reason: renewal cost changed unexpectedly.",return_request,,66045,software license
"Subj: Case 0684 - Please return laptop order 66046, reason: backlight on keyboard not working.",return_request,,66046,laptop
"Subj: Case 0685 - Return router order 66047, reason: admin UI times out constantly.",return_request,,66047,router
"Subj: Case 0686 - Return printer order 66048, reason: scanner feed issues.",return_request,,66048,printer
"Subj: Case 0687 - Return monitor order 66049, reason: stand wobbles a lot.",return_request,,66049,monitor
"Subj: Case 0688 - Need to return cables order 66050, reason: wrong item sent.",return_request,,66050,cables
"Subj: Case 0689 - Return server rack order 66051, reason: missing hardware/bolts.",return_request,,66051,server rack
"Subj: Case 0690 - Return keyboard order 66052, reason: arrived damaged.",return_request,,66052,keyboard
"Subj: Case 0691 - Please return tablet order 66053, reason: changed mind / not needed.",return_request,,66053,tablet
"Subj: Case 0692 - Refund request for order 67001, amount 1299.00, reason: laptop arrived damaged.",refund_request,,67001,
"Subj: Case 0693 - Please refund order 67002, amount $89.99, reason: router returned already.",refund_request,,67002,
"Subj: Case 0694 - Need refund for order 67003, amount 250.00, reason: printer never delivered.",refund_request,,67003,
"Subj: Case 0695 - Refund pls for order 67004, amount 179.50, reason: monitor has dead pixels.",refund_request,,67004,
"Subj: Case 0696 - Requesting refund order 67005 for 35.00, reason: cables wrong length.",refund_request,,67005,
"Subj: Case 0697 - Please process refund for order 67006, amount 899.00, reason: server rack missing parts.",refund_request,,67006,
Subj: Case 0698 - Refund request: order 67007 amount 49.95 reason keyboard defective.,refund_request,,67007,
"Subj: Case 0699 - Need refund for order 67008, amount 299.99, reason: tablet overheating.",refund_request,,67008,
"Subj: Case 0700 - Please refund order 67009, amount 120.00, reason: software license key invalid.",refund_request,,67009,
Subj: Case 0701 - Refund pls: order 67010 amount 15.00 reason duplicate cable purchase.,refund_request,,67010,
"Subj: Case 0702 - I want a refund for order 67011, amount 760.00, reason: router firmware bricked.",refund_request,,67011,
"Subj: Case 0703 - Refund request for order 67012, amount 2100.00, reason: order cancelled.",refund_request,,67012,
"Subj: Case 0704 - Please issue refund on order 67013, amount 18.75, reason: shipping charge incorrect.",refund_request,,67013,
Subj: Case 0705 - Need refund for order 67014 amount 333.33 reason: printer returned unopened.,refund_request,,67014,
Subj: Case 0706 - Refund pls order 67015 amount 640.00 reason: server rack arrived bent.,refund_request,,67015,
"Subj: Case 0707 - Please refund order 67016 for 77.77, reason: monitor stand missing & returned.",refund_request,,67016,
Subj: Case 0708 - Refund request: order 67017 amount 22.00 reason: finance charge not valid.,refund_request,,67017,
"Subj: Case 0709 - Need refund for order 67018, amount 199.99, reason: tablet not as described.",refund_request,,67018,
Subj: Case 0710 - Please refund order 67019 amount 7.25 reason: service fee charged in error.,refund_request,,67019,
Subj: Case 0711 - Refund for order 67020 amount 410.00 reason: laptop return processed already.,refund_request,,67020,
Subj: Case 0712 - Requesting refund order 67021 amount 59.00 reason: wrong keyboard shipped.,refund_request,,67021,
Subj: Case 0713 - Pls refund order 67022 amount 88.00 reason: duplicate invoice/payment.,refund_request,,67022,
"Subj: Case 0714 - Need refund for order 67023, amount 300.00, reason: software license cancelled.",refund_request,,67023,
Subj: Case 0715 - Please issue refund for order 67024 amount 13.40 reason: overcharge.,refund_request,,67024,
Subj: Case 0716 - Refund request order 67025 amount 5000 reason: order never shipped and we cancelled.,refund_request,,67025,
Subj: Case 0717 - Please refund order 67026 amount 95.00 reason: return approved last week.,refund_request,,67026,
Subj: Case 0718 - Need refund for order 67027 amount 1200 reason: charged twice.,refund_request,,67027,
Subj: Case 0719 - Refund pls order 67028 amount 66.00 reason: shipping insurance not requested.,refund_request,,67028,
"Subj: Case 0720 - Please process refund for order 67029, amount 2600, reason: server rack damaged in transit.",refund_request,,67029,
Subj: Case 0721 - Refund request: order 67030 amount 44.00 reason: restocking fee should be waived.,refund_request,,67030,
Subj: Case 0722 - Need refund for order 67031 amount 6100 reason: order cancelled same day.,refund_request,,67031,
"Subj: Case 0723 - Please refund order 67032 amount 980.00 reason: items returned, no refund yet.",refund_request,,67032,
Subj: Case 0724 - Refund pls for order 67033 amount 260.00 reason: wrong tax charged.,refund_request,,67033,
Subj: Case 0725 - Need a refund on order 67034 amount 312.12 reason: monitor defective.,refund_request,,67034,
Subj: Case 0726 - Please refund order 67035 amount 849.00 reason: printer not needed anymore (unopened).,refund_request,,67035,
Subj: Case 0727 - Refund request order 67036 amount 35.00 reason: shipped wrong cables.,refund_request,,67036,
Subj: Case 0728 - Pls refund order 67037 amount 999.95 reason: laptop returned (defect).,refund_request,,67037,
Subj: Case 0729 - Need refund for order 67038 amount 250 reason: order duplicated by our intern.,refund_request,,67038,
Subj: Case 0730 - Please issue refund for order 67039 amount 59.00 reason: keyboard arrived used.,refund_request,,67039,
Subj: Case 0731 - Refund request order 67040 amount 1990 reason: software license not delivered.,refund_request,,67040,
Subj: Case 0732 - Please refund order 67041 amount 110.00 reason: price match approved.,refund_request,,67041,
Subj: Case 0733 - Need refund for order 67042 amount 18.75 reason: duplicate shipping charge.,refund_request,,67042,
Subj: Case 0734 - Please refund order 67043 amount 540 reason: returned router and accessories.,refund_request,,67043,
Subj: Case 0735 - Refund request order 67044 amount 125 reason: incorrect fee applied.,refund_request,,67044,
Subj: Case 0736 - Need refund for order 67045 amount 62.10 reason: cancelled cable line item.,refund_request,,67045,
Subj: Case 0737 - Please refund order 67046 amount 300 reason: software license seats reduced.,refund_request,,67046,
Subj: Case 0738 - Refund request order 67047 amount 78.99 reason: billing error on statement.,refund_request,,67047,
Subj: Case 0739 - Please refund order 67048 amount 450.50 reason: late fee applied but paid on time.,refund_request,,67048,
Subj: Case 0740 - Need refund for order 67049 amount 210 reason: charged after cancellation.,refund_request,,67049,
Subj: Case 0741 - Refund pls order 67050 amount 799 reason: credit memo not applied.,refund_request,,67050,
Subj: Case 0742 - Please issue refund order 67051 amount 15000 reason: duplicate billing.,refund_request,,67051,
Subj: Case 0743 - Need refund for order 67052 amount 89.90 reason: chargeback resolution.,refund_request,,67052,
Subj: Case 0744 - Please refund order 67053 amount 7.25 reason: tax exempt but charged.,refund_request,,67053,
"Subj: Case 0745 - Tech help: router keeps dropping WAN, tried rebooting, need fix asap.",technical_support,high,,router
"Subj: Case 0746 - My printer wont connect to wifi, i've reset it twice, pls help soon.",technical_support,medium,,printer
"Subj: Case 0747 - Laptop wont boot, just a black screen, urgent we need it for work.",technical_support,high,,laptop
"Subj: Case 0748 - Monitor shows 'no signal' even though cable is plugged, can you advise?",technical_support,medium,,monitor
"Subj: Case 0749 - Software license activation fails with error 403, pls help asap.",technical_support,high,,software license
"Subj: Case 0750 - Keyboard not detected over USB, tried 2 ports, no luck.",technical_support,medium,,keyboard
"Subj: Case 0751 - Tablet stuck on update screen for hours, what should i do? pls.",technical_support,medium,,tablet
"Subj: Case 0752 - Server rack door lock jammed, cant open it, need help today.",technical_support,high,,server rack
"Subj: Case 0753 - Router admin password reset link not working, getting looped, pls assist.",technical_support,medium,,router
"Subj: Case 0754 - Printer says 'paper jam' but theres no paper, how to clear? not urgent.",technical_support,low,,printer
"Subj: Case 0755 - Laptop webcam not recognized in Teams, drivers? need fix asap.",technical_support,high,,laptop
"Subj: Case 0756 - Monitor has weird lines/artifacts, started after connecting new HDMI cable.",technical_support,medium,,monitor
"Subj: Case 0757 - Software license seat assignment not saving, portal bug? pls help soon.",technical_support,medium,,software license
"Subj: Case 0758 - Keyboard bluetooth wont pair, tried holding the button, nothing.",technical_support,medium,,keyboard
"Subj: Case 0759 - Tablet camera app crashes on open, need help asap.",technical_support,high,,tablet
"Subj: Case 0760 - Router VPN feature not working, we need it for remote staff, urgent pls.",technical_support,high,,router
"Subj: Case 0761 - Printer driver install fails on Windows 11, any workaround?",technical_support,medium,,printer
"Subj: Case 0762 - Laptop keeps overheating and throttling, fans running full, pls help.",technical_support,medium,,laptop
"Subj: Case 0763 - Monitor USB hub not working, keyboard/mouse dont show up, need advice.",technical_support,medium,,monitor
"Subj: Case 0764 - Software license wont deactivate on old device, blocking new install, urgent.",technical_support,high,,software license
"Subj: Case 0765 - Keyboard macro software wont launch (spins then closes), pls help.",technical_support,medium,,keyboard
"Subj: Case 0766 - Tablet wont join our WiFi (WPA2 enterprise), need help asap.",technical_support,high,,tablet
Subj: Case 0767 - Server rack grounding bar question: where does it attach? install is today.,technical_support,high,,server rack
"Subj: Case 0768 - Router QoS settings not applying, UI shows saved but nothing changes.",technical_support,medium,,router
"Subj: Case 0769 - Printer prints blank pages, new toner installed, pls advise soon.",technical_support,medium,,printer
"Subj: Case 0770 - Laptop touchpad gestures stopped working after update, need fix.",technical_support,medium,,laptop
"Subj: Case 0771 - Monitor wont go above 60hz even though spec says 144hz, help pls.",technical_support,medium,,monitor
"Subj: Case 0772 - Software license portal shows 'subscription expired' but we just bought, urgent.",technical_support,high,,software license
"Subj: Case 0773 - Keyboard backlight controls not working, fn key does nothing.",technical_support,low,,keyboard
"Subj: Case 0774 - Tablet audio not working in Zoom, tried reboot, still silent, pls help.",technical_support,medium,,tablet
"Subj: Case 0775 - Router keeps reverting config after reboot, need fix asap.",technical_support,high,,router
"Subj: Case 0776 - Printer scan-to-email fails with auth error, can you guide us?",technical_support,medium,,printer
"Subj: Case 0777 - Laptop wont charge via USB-C dock anymore, urgent for travel.",technical_support,high,,laptop
"Subj: Case 0778 - Monitor speakers not detected over HDMI, any settings i missed?",technical_support,low,,monitor
"Subj: Case 0779 - Software license installer fails with 'missing dependency', pls help asap.",technical_support,high,,software license
"Subj: Case 0780 - Keyboard double types letters (like 'ss' when i press once), help.",technical_support,medium,,keyboard
"Subj: Case 0781 - Tablet GPS not working in our field app, urgent pls.",technical_support,high,,tablet
"Subj: Case 0782 - Server rack fans (if included) are noisy, is there a spec or fix?",technical_support,low,,server rack
"Subj: Case 0783 - Router port forwarding not working, need it for a camera system asap.",technical_support,high,,router
"Subj: Case 0784 - Printer keeps going offline in Windows, then comes back, pls help.",technical_support,medium,,printer
"Subj: Case 0785 - Laptop bluetooth disappears randomly, urgent for peripherals.",technical_support,high,,laptop
"Subj: Case 0786 - Monitor HDR option greyed out, how do we enable?",technical_support,low,,monitor
"Subj: Case 0787 - Software license login SSO not working, getting 'invalid tenant', urgent.",technical_support,high,,software license
"Subj: Case 0788 - Keyboard function keys swapped, like F1 acts as media, how to change?",technical_support,low,,keyboard
"Subj: Case 0789 - Tablet MDM enrollment fails, need steps asap for deployment.",technical_support,high,,tablet
"Subj: Case 0790 - Router cant see the modem (no IP), we need help soon.",technical_support,medium,,router
"Subj: Case 0791 - Printer duplex printing option missing, how to enable? not urgent.",technical_support,low,,printer
"Subj: Case 0792 - Laptop screen brightness stuck at max, cant change, pls help asap.",technical_support,high,,laptop
"Subj: Case 0793 - Monitor randomly shuts off then back on, could be power setting? help.",technical_support,medium,,monitor
"Subj: Case 0794 - Software license says 'too many activations', we only have 3 users, urgent.",technical_support,high,,software license
"Subj: Case 0795 - Keyboard scroll lock light stays on and keys act weird, any reset?",technical_support,medium,,keyboard
"Subj: Case 0796 - Tablet wont rotate screen (auto-rotate stuck), pls advise soon.",technical_support,medium,,tablet
"Subj: Case 0797 - Router DNS settings not taking effect, clients still use old DNS, help asap.",technical_support,high,,router
Subj: Case 0798 - Random question: can you sponsor our local hackathon? details: we need swag + a speaker.,out_of_scope,,,
"Subj: Case 0799 - I’m applying for a job, who do i email my resume to? pls advise.",out_of_scope,,,
"Subj: Case 0800 - Your website login page is down for me, is there a maintenance window posted?",out_of_scope,,,
Subj: Case 0801 - Can you remove my email from marketing lists? i keep getting promos.,out_of_scope,,,
"Subj: Case 0802 - Thanks for the great webinar yesterday, just wanted to say it was helpful.",out_of_scope,,,
Subj: Case 0803 - Do you have an office in Boston i can visit? just curious.,out_of_scope,,,
"Subj: Case 0804 - I found a security vuln on your public site, who do i report to? urgent.",out_of_scope,,,
Subj: Case 0805 - Can you donate equipment to our school? we’re a non-profit program.,out_of_scope,,,
"Subj: Case 0806 - Your phone support line keeps hanging up on me, this is ridiculous.",out_of_scope,,,
Subj: Case 0807 - Can we do a partnership / affiliate deal? please send program info.,out_of_scope,,,
"Subj: Case 0808 - I need a copy of your company W-9, where can i download it?",out_of_scope,,,
"Subj: Case 0809 - Please update my account name spelling, its wrong in the portal, thanks.",out_of_scope,,,
"Subj: Case 0810 - Your chatbot is useless and keeps looping, can you improve it? annoyed.",out_of_scope,,,
Subj: Case 0811 - Where can i find your press kit/logo files? need for an article.,out_of_scope,,,
Subj: Case 0812 - Can you confirm your support hours for weekends? thanks!,out_of_scope,,,
"Subj: Case 0813 - I’m trying to reset my password but dont get the email, could be my spam.",out_of_scope,,,
Subj: Case 0814 - Can you delete my account entirely? privacy request.,out_of_scope,,,
"Subj: Case 0815 - I got a weird scam email pretending to be you, just letting you know.",out_of_scope,,,
"Subj: Case 0816 - Your site accessibility (contrast) is hard to use, please fix for ADA.",out_of_scope,,,
Subj: Case 0817 - Do you offer student discounts? just asking.,out_of_scope,,,
"Subj: Case 0818 - Compliment: your packaging has improved a lot vs last year, nice job.",out_of_scope,,,
Subj: Case 0819 - Can you help me update our company’s vendor tax info? not sure who owns that.,out_of_scope,,,
"Subj: Case 0820 - Please stop calling me, i never opted in, its getting annoying.",out_of_scope,,,
"Subj: Case 0821 - I have a media request about your new product launch, who’s PR contact?",out_of_scope,,,
Subj: Case 0822 - Can you provide your company legal name + address for our supplier database?,out_of_scope,,,
"Subj: Case 0823 - Your cookie banner blocks the page on mobile, its super annoying.",out_of_scope,,,
Subj: Case 0824 - Could you share your sustainability policy statement? need for our ESG file.,out_of_scope,,,
"Subj: Case 0825 - Just saying thanks, your support agent was super patient earlier.",out_of_scope,,,
"Subj: Case 0826 - I need help with my Gmail settings, can you tell me how to add a signature?",out_of_scope,,,
Subj: Case 0827 - Can you confirm if you’re open on national holidays? thanks.,out_of_scope,,,
"Subj: Case 0828 - I have a complaint about your ads following me everywhere, please stop retargeting.",out_of_scope,,,
"Subj: Case 0829 - Do you have a public API? we want to integrate, pls send docs link.",out_of_scope,,,
"Subj: Case 0830 - Need help retrieving an old chat transcript from your site, is that possible?",out_of_scope,,,
Subj: Case 0831 - Please send your insurance certificate (COI) for our vendor file.,out_of_scope,,,
"Subj: Case 0832 - Why did you change your logo? looks worse now, sorry.",out_of_scope,,,
Subj: Case 0833 - Can you confirm if you sell in-person training classes? details pls.,out_of_scope,,,
"Subj: Case 0834 - I got locked out after too many logins, can someone unlock my account?",out_of_scope,,,
Subj: Case 0835 - Could you provide a statement of work template? we’re drafting procurement docs.,out_of_scope,,,
"Subj: Case 0836 - Your newsletter has broken links, fyi.",out_of_scope,,,
Subj: Case 0837 - Can you send a copy of your ISO certificate? need for compliance review.,out_of_scope,,,
"Subj: Case 0838 - I have a question about my taxes, do i need to file quarterly? (not sure who to ask).",out_of_scope,,,
"Subj: Case 0839 - Please remove a review i posted by mistake on your site, thanks.",out_of_scope,,,
"Subj: Case 0840 - Your contact form throws an error 500, cant submit, annoying.",out_of_scope,,,
Subj: Case 0841 - Can you update your Google Maps listing? it shows wrong hours.,out_of_scope,,,
"Subj: Case 0842 - Thanks for getting back to me quickly last time, appreciate it.",out_of_scope,,,
"Subj: Case 0843 - I’m trying to change my email preferences but the link is broken, pls fix.",out_of_scope,,,
Subj: Case 0844 - Do you have a physical catalog you can mail? just curious.,out_of_scope,,,
Subj: Case 0845 - Can you help me set up my home wifi? i know this isn't your job but pls.,out_of_scope,,,
Subj: Case 0846 - I need a letter confirming you’re an authorized distributor for our records.,out_of_scope,,,
"Subj: Case 0847 - Your social media team never replies to DMs, kinda frustrating.",out_of_scope,,,
Subj: Case 0848 - Do you have a referral program? details pls.,out_of_scope,,,
"Subj: Case 0849 - Please remove my phone number from your directory, privacy thing.",out_of_scope,,,
Subj: Case 0850 - Can you confirm if you’re hiring interns this summer? thanks!,out_of_scope,,,
"Subj: Case 0851 - Need order statuz for 68001 AND please send the invoice too, pls asap.",multiple_intents,,68001,
"Subj: Case 0852 - Order 68002 shows delivered but we didnt recieve it, also need to return if it ever shows up.",multiple_intents,,68002,
Subj: Case 0853 - Can you quote 10 monitors and confirm if sku MN-7722 is actually in stock? urgent.,multiple_intents,,,
Subj: Case 0854 - Order 68003 printer is late AND now your collections email says we owe money??,multiple_intents,,68003,
"Subj: Case 0855 - Need to change shipping address on order 68004 + also send invoice pdf, asap pls.",multiple_intents,,68004,
Subj: Case 0856 - Router keeps rebooting (tech help) and we want a refund on order 68005 if cant fix.,multiple_intents,,68005,
Subj: Case 0857 - Please confirm status of order 68006 and cancel it if it hasnt shipped yet.,multiple_intents,,68006,
"Subj: Case 0858 - Need price + availability for sku AB-2234 qty 3, and also send the router datasheet v2.1.",multiple_intents,,,
Subj: Case 0859 - Order 68007 laptop arrived scratched (complaint) and i want to return it.,multiple_intents,,68007,
"Subj: Case 0860 - Can you connect me to a sales rep for Germany, and also quote 50 routers asap.",multiple_intents,,,
Subj: Case 0861 - Need invoice for order 68008 and btw the balance notice says $59 due but we paid.,multiple_intents,,68008,
Subj: Case 0862 - Order 68009 monitor has dead pixels (ugh) and we need tech support or a swap.,multiple_intents,,68009,
Subj: Case 0863 - Please check if keyboard KB-90PRO is in stock and also what’s the price for qty 25?,multiple_intents,,,
"Subj: Case 0864 - Need to return order 68010 tablet and request refund $299.99, reason: overheating.",multiple_intents,,68010,
Subj: Case 0865 - Where is order 68011 server rack (status) + we need liftgate added please.,multiple_intents,,68011,
Subj: Case 0866 - Delivery issue on order 68012 (printer missing) and we need the invoice resent too.,multiple_intents,,68012,
Subj: Case 0867 - Router order 68013: it keeps dropping wifi (support) and we want to cancel the order line.,multiple_intents,,68013,
Subj: Case 0868 - Need product manual for printer AND can you confirm order statuz for 68014?,multiple_intents,,68014,
Subj: Case 0869 - Please provide price/avail for sku SR-42U-01 qty 2 and connect me with sales for UK.,multiple_intents,,,
Subj: Case 0870 - I need a refund on order 68015 (amount 120.00) and also the invoice for records.,multiple_intents,,68015,
Subj: Case 0871 - Order 68016 monitor: shipped to wrong address (delivery issue) + please change address now!,multiple_intents,,68016,
"Subj: Case 0872 - Need availability on XZ9981 laptops qty 10 AND pricing for that qty, urgent.",multiple_intents,,,
Subj: Case 0873 - Collections is emailing about order 68017 but we never got the shipment (delivery issue).,multiple_intents,,68017,
"Subj: Case 0874 - Need to cancel order 68018 and also request refund amount 999.95, pls asap.",multiple_intents,,68018,
Subj: Case 0875 - Router config wont save (support) and also we need its security whitepaper.,multiple_intents,,,
Subj: Case 0876 - Can you check order status for 68019 cables + send invoice copy too pls.,multiple_intents,,68019,
Subj: Case 0877 - Order 68020 keyboard arrived damaged (delivery issue) and i want to return it.,multiple_intents,,68020,
Subj: Case 0878 - Need pricing for 100 cables and also confirm if CAT6-10FT is available now.,multiple_intents,,,
Subj: Case 0879 - Please send invoice for order 68021 and remove the late fee/collections notice too.,multiple_intents,,68021,
Subj: Case 0880 - Monitor not working (no signal) on order 68022 and i want a refund if no fix.,multiple_intents,,68022,
Subj: Case 0881 - Need to return printer order 68023 AND also complain: print quality is awful.,multiple_intents,,68023,
Subj: Case 0882 - Can you get me the invoice for 68024 and tell me when that order will ship?,multiple_intents,,68024,
Subj: Case 0883 - Need sales rep for APAC and also product docs (EULA) for software license.,multiple_intents,,,
Subj: Case 0884 - Delivery delayed on order 68025 and we need to upgrade shipping speed asap.,multiple_intents,,68025,
Subj: Case 0885 - Need refund order 68026 amount 35.00 AND can you confirm return was recieved?,multiple_intents,,68026,
Subj: Case 0886 - Order 68027 laptop status check + also change billing address on it pls.,multiple_intents,,68027,
"Subj: Case 0887 - Need price + availability for sku RT-VPN20 qty 4, and also router setup guide pdf.",multiple_intents,,,
"Subj: Case 0888 - Collections says order 68028 is overdue but we never got invoice, pls resend invoice and fix AR.",multiple_intents,,68028,
Subj: Case 0889 - Printer driver install fails (tech support) and also is PR-4411 even in stock? need 3 more.,multiple_intents,,,
"Subj: Case 0890 - Order 68029 monitor arrived cracked and i need a refund, asap.",multiple_intents,,68029,
Subj: Case 0891 - Need to add 5 cables to order 68030 and also check the current ship status.,multiple_intents,,68030,
Subj: Case 0892 - Return request for order 68031 router and also please send return label + invoice copy.,multiple_intents,,68031,
Subj: Case 0893 - Need pricing on server racks qty 2 and check availability on sku SR-2043 asap.,multiple_intents,,,
"Subj: Case 0894 - Laptop wont boot (support) and this is for order 68032, might need return if cant fix.",multiple_intents,,68032,
Subj: Case 0895 - Need invoice for order 68033 plus please correct the PO number on it.,multiple_intents,,68033,
Subj: Case 0896 - Order 68034 status pls and btw the monitor is flickering (complaint) if thats relevant.,multiple_intents,,68034,
"Subj: Case 0897 - Need sales rep for Canada and also quote for 15 laptops, urgent.",multiple_intents,,,
"Subj: Case 0898 - Delivery says 'delivered' for order 68035 but its missing, and i need invoice too.",multiple_intents,,68035,
Subj: Case 0899 - Need product docs for tablet (quick start) and also check availability TB-PRO11 qty 2.,multiple_intents,,,
Subj: Case 0900 - Please refund order 68036 amount 199.99 and stop the collections reminders.,multiple_intents,,68036,
Subj: Case 0901 - Need to cancel order 68037 and also want to return another item from order 68038 (keyboard).,multiple_intents,,68037,
Subj: Case 0902 - Can you confirm price+stock for sku KB-ERGO3 qty 11 and connect me to sales in Texas?,multiple_intents,,,
Subj: Case 0903 - Order 68039: please change ship-to phone number and also where is the shipment right now?,multiple_intents,,68039,
Subj: Case 0904 - Printer keeps going offline (support) and also AP needs invoice for order 68040 asap.,multiple_intents,,68040,
Subj: Case 0905 - Return request for order 68041 monitor due to dead pixels and pls refund 179.50.,multiple_intents,,68041,
Subj: Case 0906 - Need order status on 68042 and also the software license key still not delivered (tech).,multiple_intents,,68042,
"Subj: Case 0907 - Delivery issue on 68043: missing cables, also what’s the price if we need 50 more?",multiple_intents,,68043,
Subj: Case 0908 - Need invoice for order 68044 and also we want to dispute the late fee/AR notice.,multiple_intents,,68044,
Subj: Case 0909 - Can you check availability of SR-9U-WALL qty 5 and send the rack assembly manual v1.3?,multiple_intents,,,
Subj: Case 0910 - Need to change order 68045 from 1 to 2 printers and also quote the updated total.,multiple_intents,,68045,
"Subj: Case 0911 - Router is dropping WAN (support) and shipment for order 68046 is delayed (delivery), pls help.",multiple_intents,,68046,
Subj: Case 0912 - Need sales rep for EMEA and also check stock for MN-4K32 qty 2.,multiple_intents,,,
"Subj: Case 0913 - Order 68047 laptop: invoice missing + also status is stuck processing, pls fix asap.",multiple_intents,,68047,
Subj: Case 0914 - Need refund for order 68048 amount 95.00 and also please cancel any remaining shipment.,multiple_intents,,68048,
Subj: Case 0915 - Complaint: keyboard keys stick AND i need tech support to troubleshoot before returning.,multiple_intents,,,
Subj: Case 0916 - Need invoice for 68049 plus can you confirm if we can return within 30 days?,multiple_intents,,68049,
Subj: Case 0917 - Please provide pricing+availability for SW-ENT-01 qty 30 and also the EULA doc.,multiple_intents,,,
"Subj: Case 0918 - Delivery says order 68050 is returned to sender, and i want a refund for it.",multiple_intents,,68050,
Subj: Case 0919 - Can you check status of order 68051 and also remove a line item (tablet case) from it?,multiple_intents,,68051,
Subj: Case 0920 - Need to return router order 68052 (wrong model) and also stop collections emails about it.,multiple_intents,,68052,
